f_Hz,mean_psd,std_psd,se_psd,n
0.0,5.8688361334164635e-18,6.690800012246279e-18,2.992216730247821e-19,500
0.00998003992015968,0.0016707577816698234,0.001238407418986419,5.538326345387393e-05,500
0.01996007984031936,0.0020253272430224545,0.001367071991217212,6.113731804995362e-05,500
0.029940119760479042,0.002923452614655746,0.0018276376339189215,8.173443975359167e-05,500
0.03992015968063872,0.006561035940531965,0.003969965760073312,0.00017754226615741093,500
0.0499001996007984,0.017307547287929378,0.010424428061554355,0.00046619459544383797,500
0.059880239520958084,0.00393388422118137,0.0023190298373787113,0.00010371016716458162,500
0.06986027944111776,0.0024908551402112356,0.0013936991442506583,6.232812053455513e-05,500
0.07984031936127745,0.0020934974690265187,0.0011218327280344343,5.016988478538058e-05,500
0.08982035928143713,0.006227713339820172,0.0036903737450781162,0.00016503853112750296,500
0.0998003992015968,0.0018020240152276852,0.00098874753185339,4.421813387618637e-05,500
0.10978043912175649,0.0018337071481684085,0.001046220803808022,4.678841673578415e-05,500
0.11976047904191617,0.002003946970224623,0.0011779983086122564,5.2681685908735624e-05,500
0.12974051896207583,0.002341974627997573,0.0014092853525890152,6.302515696167594e-05,500
0.13972055888223553,0.003011405217213988,0.0018470219038854525,8.260133066037909e-05,500
0.14970059880239522,0.0046598038512076015,0.002914447887532535,0.0001303380718680682,500
0.1596806387225549,0.013711845314454685,0.008760289951487107,0.0003917720766826701,500
0.16966067864271456,0.011797627013009557,0.007477848752262556,0.00033441956271042114,500
0.17964071856287425,0.006064561421821974,0.0037946468275655855,0.00016970176514081143,500
0.18962075848303395,0.02737613079797379,0.01694658187034611,0.0007578741809671886,500
0.1996007984031936,0.007224183612985734,0.004329756321169802,0.00019363258920290178,500
0.20958083832335328,0.0039162024261752935,0.0021683759651301934,9.697272117615652e-05,500
0.21956087824351297,0.03424710845764381,0.01896607110465978,0.0008481884851222758,500
0.22954091816367267,0.002928814182269135,0.0015852324013468308,7.089374819093485e-05,500
0.23952095808383234,0.002661151950715555,0.001430665212947472,6.398129338389519e-05,500
0.249500998003992,0.0028670218712659925,0.0015596833035078047,6.975115780029775e-05,500
0.25948103792415167,0.003498414609373577,0.0019571809692324345,8.752779382945295e-05,500
0.2694610778443114,0.0051329864438304975,0.0029794856502156418,0.0001332466490373467,500
0.27944111776447106,0.012284968769134378,0.007430953091906898,0.0003323223250223213,500
0.2894211576846307,0.02167977584209604,0.013613082102793626,0.0006087955393026466,500
0.29940119760479045,0.006111718781500754,0.0037101358180969633,0.00016592231790043207,500
0.3093812375249501,0.019810548675553513,0.012082492032591848,0.0005403454704494995,500
0.3193612774451098,0.003933480266479373,0.00214479673931761,9.591822614068144e-05,500
0.32934131736526945,0.0042624833098164295,0.0022838571239572887,0.00010213719560131321,500
0.3393213572854291,0.006060907277836445,0.003344838418296828,0.00014958572154129165,500
0.34930139720558884,0.014400670873396944,0.00820351289482659,0.0003668722497425667,500
0.3592814371257485,0.028495735194863207,0.016046810134838742,0.0007176351656706399,500
0.36926147704590817,0.007626180967591128,0.004283732624819285,0.00019157434693059048,500
0.3792415169660679,0.00529658607765542,0.002932378609260929,0.0001311399581214746,500
0.38922155688622756,0.006048883569517045,0.0034988359203711825,0.0001564726992013601,500
0.3992015968063872,0.01959377191733378,0.012402989585899943,0.0005546785567658848,500
0.4091816367265469,0.011743268710389906,0.00716394919482693,0.00032038154773975796,500
0.41916167664670656,0.004737238225507175,0.0027385850688937162,0.00012247324752424587,500
