f_Hz,mean_psd,std_psd,se_psd,n
0.0,6.3548686024007344e-18,7.240731360140341e-18,2.2897203023452404e-19,1000
0.00998003992015968,0.000994656794112909,0.0007335454536123045,2.3196744006762706e-05,1000
0.01996007984031936,0.0011131486480140443,0.0007591635454101218,2.4006859200646513e-05,1000
0.029940119760479042,0.0013497362468119153,0.0008472290276217436,2.6791734270944186e-05,1000
0.03992015968063872,0.0018601169857149222,0.0010896456405021522,3.445762066459821e-05,1000
0.0499001996007984,0.003396946837425145,0.0019116766191925256,6.045252266338738e-05,1000
0.059880239520958084,0.039806605535829966,0.022265828521720266,0.0007041073211937592,1000
0.06986027944111776,0.004065076810792431,0.0023030225114665996,7.282796638875703e-05,1000
0.07984031936127745,0.002044646681874795,0.0011590492827054679,3.665235653733685e-05,1000
0.08982035928143713,0.0014578383885162894,0.0008266429701066834,2.6140745973036025e-05,1000
0.0998003992015968,0.0012009167400174941,0.0006812495168876089,2.1543001282541866e-05,1000
0.10978043912175649,0.0010687706150155824,0.0006098613825655961,1.9285510258865863e-05,1000
0.11976047904191617,0.0009973948813120238,0.0005738733060399854,1.814746735457217e-05,1000
0.12974051896207583,0.0009610437578605625,0.0005568278623649543,1.760844309716008e-05,1000
0.13972055888223553,0.0009468335401490344,0.0005526505116951543,1.74763436701421e-05,1000
0.14970059880239522,0.0009493857695099035,0.000556875999001759,1.7609965311272113e-05,1000
0.1596806387225549,0.0009665919143072731,0.0005672944427822488,1.7939425431479744e-05,1000
0.16966067864271456,0.0009981275228074587,0.0005844262419849523,1.848118049045174e-05,1000
0.17964071856287425,0.0010470995938717178,0.0006102458538095439,1.9297668307122995e-05,1000
0.18962075848303395,0.001124813215175808,0.0006495919411640692,2.0541900837685485e-05,1000
0.1996007984031936,0.001271944926066374,0.0007215351944796587,2.2816946265282714e-05,1000
0.20958083832335328,0.0017290859230223495,0.000963758673774996,3.0476725238721746e-05,1000
0.21956087824351297,0.03414375560311727,0.019753149404160307,0.0006246494307874447,1000
0.22954091816367267,0.0019534915097236516,0.0010548310603820167,3.335668697497774e-05,1000
0.23952095808383234,0.001655447090697498,0.0008830247920705946,2.7923695733396696e-05,1000
0.249500998003992,0.0017534402882132256,0.0009430592566148164,2.982215219408033e-05,1000
0.25948103792415167,0.0020045448750096954,0.0010861241024443487,3.434625985330196e-05,1000
0.2694610778443114,0.00247646369304061,0.001356859767119604,4.290767329543593e-05,1000
0.27944111776447106,0.0035681352266222262,0.001996734806024478,6.31422987037185e-05,1000
0.2894211576846307,0.00877655624309027,0.005014460881443928,0.00015857117623178376,1000
0.29940119760479045,0.011387982454620485,0.006459363903988916,0.0002042630217248216,1000
0.3093812375249501,0.0042635176833751755,0.0023133455905234687,7.315441081161393e-05,1000
0.3193612774451098,0.0038093780493511993,0.002054896646105142,6.49815375793322e-05,1000
0.32934131736526945,0.004611141839949179,0.0025015228692680047,7.910509885886517e-05,1000
0.3393213572854291,0.0070018536547552515,0.003827271776966219,0.0001210289603969321,1000
0.34930139720558884,0.017207010044156548,0.009443193526945967,0.00029861999930907876,1000
0.3592814371257485,0.033181753534055586,0.018278043519404458,0.0005780024869299813,1000
0.36926147704590817,0.008664813769973686,0.0047834417529505615,0.00015126570994072232,1000
0.3792415169660679,0.0054371633572097245,0.0030012837314129055,9.490892495673826e-05,1000
0.38922155688622756,0.004766025763374699,0.0026123796337705254,8.261069755751385e-05,1000
0.3992015968063872,0.005794492829171548,0.003239706324665034,0.00010244850935994445,1000
0.4091816367265469,0.012128056288264803,0.00696022002334004,0.00022010148289664842,1000
0.41916167664670656,0.03599494258276939,0.020781436727337052,0.0006571667310906064,1000
0.4291417165668663,0.007392105233932863,0.004264293276368428,0.00013484879364266105,1000
0.43912175648702595,0.0042918324778817634,0.0024808780906349806,7.845225363616184e-05,1000
0.4491017964071856,0.003133600692236785,0.0018016016580058004,5.6971646756340555e-05,1000
0.45908183632734534,0.002543256416550335,0.0014458855345142927,4.572291524955164e-05,1000
0.469061876247505,0.0021989034089962885,0.0012341851925108355,3.9028362627876254e-05,1000
0.47904191616766467,0.001990388302325482,0.0011020157586601766,3.4848798147645844e-05,1000
0.48902195608782434,0.0018729892494669354,0.0010223687580261855,3.233013883960298e-05,1000
0.499001996007984,0.0018304377189373524,0.0009822803080600827,3.1062430742017136e-05,1000
0.5089820359281437,0.0018595391973127828,0.0009831777528887054,3.1090810439345e-05,1000
0.5189620758483033,0.0019714246499747917,0.0010347984284537043,3.272319953076496e-05,1000
0.5289421157684631,0.0021999712866976667,0.0011548031843563835,3.6518083117814984e-05,1000
0.5389221556886228,0.0026225999535634094,0.0013843329923539803,4.3776452959550356e-05,1000
0.5489021956087824,0.0034345394409571552,0.001834194623204927,5.800232681361899e-05,1000
0.5588822355289421,0.005304141118329576,0.0028668598843131867,9.065806966996495e-05,1000
0.5688622754491018,0.012737555603525056,0.0069386642792503795,0.00021941983041681804,1000
0.5788423153692615,0.029451664680905258,0.01605664196004297,0.000507755601675661,1000
0.5888223552894212,0.006904130075956846,0.003760539713500908,0.00011891870726179919,1000
0.5988023952095809,0.003975921042375499,0.002165177064051454,6.846891059958874e-05,1000
0.6087824351297405,0.0028412633081099526,0.0015446931468121837,4.8847486299793635e-05,1000
0.6187624750499002,0.0022490212207148647,0.0012194451946169517,3.856224296736868e-05,1000
0.6287425149700598,0.0018935965771531206,0.001023286477605374,3.2359159680838654e-05,1000
0.6387225548902196,0.0016653949917481432,0.0008962815492603515,2.8342911204471144e-05,1000
0.6487025948103793,0.001516742741646412,0.0008143198646146102,2.5751055161021212e-05,1000
0.6586826347305389,0.0014278137768202214,0.0007668049460656256,2.424850150649947e-05,1000
0.6686626746506986,0.0013956771581231063,0.0007538210317654065,2.3837914085168234e-05,1000
0.6786427145708582,0.0014398153257422382,0.0007873515023560521,2.4898240666005548e-05,1000
0.688622754491018,0.0016341984034078543,0.0009175400621707441,2.9015164409120503e-05,1000
0.6986027944111777,0.0023064269177630226,0.0013822608647165902,4.3710926530182994e-05,1000
0.7085828343313373,0.008235393285909755,0.005280889676877283,0.00016699639451002844,1000
0.718562874251497,0.003976666682145101,0.002515065352124948,7.953334976888242e-05,1000
0.7285429141716567,0.0020502515297608865,0.0011926173396500923,3.771387170304931e-05,1000
