f_Hz,mean_psd,std_psd,se_psd,n
0.0,6.481917187515085e-18,6.931962301645829e-18,2.1920789527623987e-19,1000
0.00998003992015968,0.0010398521557292892,0.0007504691014276754,2.3731916740913755e-05,1000
0.01996007984031936,0.001161193876725344,0.0007758076494408327,2.4533191984144867e-05,1000
0.029940119760479042,0.001403222236732785,0.0008644288989408776,2.7335641959246868e-05,1000
0.03992015968063872,0.0019235386474809877,0.001111029045434273,3.513382330175001e-05,1000
0.0499001996007984,0.0034817537538188153,0.0019590312660702092,6.1950008082652e-05,1000
0.059880239520958084,0.04040151673702919,0.022890935906870195,0.0007238749523864182,1000
0.06986027944111776,0.0041123745769761225,0.002323560884479136,7.347744677029452e-05,1000
0.07984031936127745,0.002063482177620833,0.0011484709813728365,3.631784127746976e-05,1000
0.08982035928143713,0.001472047589780117,0.0008017680111579757,2.5354130703224985e-05,1000
0.0998003992015968,0.0012130685510216605,0.0006514064150240994,2.0599279539210814e-05,1000
0.10978043912175649,0.0010811584224729319,0.0005762432701255507,1.8222412199404017e-05,1000
0.11976047904191617,0.0010089289163110059,0.000540975976416737,1.7107162449104235e-05,1000
0.12974051896207583,0.0009715382960959648,0.000526083352594154,1.663621633294978e-05,1000
0.13972055888223553,0.0009571954673032966,0.0005229695192111551,1.6537748275504338e-05,1000
0.14970059880239522,0.000959800259223042,0.0005282129222748919,1.6703559239221473e-05,1000
0.1596806387225549,0.0009765771090541214,0.0005407220277261575,1.709913188639375e-05,1000
0.16966067864271456,0.0010077950670646094,0.0005600704187462758,1.7710981733224975e-05,1000
0.17964071856287425,0.0010566379157520539,0.0005883695555860416,1.860587901552937e-05,1000
0.18962075848303395,0.0011335306223719725,0.0006325536826842501,2.0003103796096418e-05,1000
0.1996007984031936,0.0012782982144356018,0.0007143908892442392,2.2591023496848806e-05,1000
0.20958083832335328,0.001728237242400261,0.0009791673779254708,3.0963991247793653e-05,1000
0.21956087824351297,0.034303950064192776,0.019218108354134286,0.0006077299471897416,1000
0.22954091816367267,0.001948238599302136,0.0010018515560133656,3.168132794385996e-05,1000
0.23952095808383234,0.0016290364412232894,0.0008874540088642894,2.8063759866584133e-05,1000
0.249500998003992,0.0017288789958362979,0.000952782759724704,3.0129636360710084e-05,1000
0.25948103792415167,0.0019817022063423765,0.0010993085762387182,3.4763189522712064e-05,1000
0.2694610778443114,0.0024574228016386226,0.001372232058599299,4.33937878347543e-05,1000
0.27944111776447106,0.00355570379818909,0.0020232354789138504,6.398032356229341e-05,1000
0.2894211576846307,0.008768388526379156,0.00515947006925195,0.00016315676938302842,1000
0.29940119760479045,0.011471271280028198,0.006680146915766622,0.00021124479358371488,1000
0.3093812375249501,0.004355894681485568,0.0023139515418867953,7.317357267620789e-05,1000
0.3193612774451098,0.003906333527301588,0.0020053671597410616,6.341527769684473e-05,1000
0.32934131736526945,0.004680990511160911,0.002505967697900168,7.924565668173284e-05,1000
0.3393213572854291,0.007072247229571502,0.00388573374393822,0.00012287769011818273,1000
0.34930139720558884,0.017339142222359553,0.009676828180536062,0.00030600817576597017,1000
0.3592814371257485,0.033457319119168626,0.01879637784231466,0.0005943936574283557,1000
0.36926147704590817,0.00877198736134424,0.0048990276617864115,0.000154920857314141,1000
0.3792415169660679,0.00553882611975238,0.0030456155540125682,9.631082027915287e-05,1000
0.38922155688622756,0.004868086508376212,0.002656271130084,8.399866854014848e-05,1000
0.3992015968063872,0.0059212541089304245,0.003314903504232391,0.00010482645297047968,1000
0.4091816367265469,0.012393123041545018,0.007161547817278697,0.0002264680267480804,1000
0.41916167664670656,0.03676297556070068,0.021562387800763805,0.0006818625724224257,1000
0.4291417165668663,0.007574472963379445,0.004425223664212062,0.00013993785934586262,1000
0.43912175648702595,0.004432156112020005,0.0025463462692378474,8.052253922263943e-05,1000
0.4491017964071856,0.003257155803086471,0.0018384999017471769,5.813847167516858e-05,1000
0.45908183632734534,0.0026551247541780456,0.0014775640742057299,4.672467863328153e-05,1000
0.469061876247505,0.0023037661428982857,0.0012660838639958843,4.0037087190138454e-05,1000
0.47904191616766467,0.0020912848114276045,0.001135581482198476,3.591023952457137e-05,1000
0.48902195608782434,0.0019699229971497415,0.0010612651164565083,3.35601496928641e-05,1000
0.499001996007984,0.0019219495370535128,0.0010308837868073337,3.2599407692506136e-05,1000
0.5089820359281437,0.0019466055854412052,0.001039843768809732,3.288274720172308e-05,1000
0.5189620758483033,0.0020561026944106537,0.001094414714117853,3.4608432014144495e-05,1000
0.5289421157684631,0.002281914825144019,0.001215466807968736,3.843643533515704e-05,1000
0.5389221556886228,0.002698356668134569,0.0014486106152409985,4.580908986859381e-05,1000
0.5489021956087824,0.0035000845720474833,0.0019032848622644552,6.018715200875538e-05,1000
0.5588822355289421,0.005349380673515869,0.0029459669625510683,9.31596551326934e-05,1000
0.5688622754491018,0.012712734669070764,0.007056614371029683,0.00022314973981930306,1000
0.5788423153692615,0.029080385656296396,0.01620893099276172,0.0005125714037362126,1000
0.5888223552894212,0.006748181130710071,0.003774654407507315,0.00011936505307716492,1000
0.5988023952095809,0.0038545293702529925,0.0021566622672188245,6.819964908154176e-05,1000
0.6087824351297405,0.0027365711570840803,0.0015262786487368763,4.826516874092605e-05,1000
0.6187624750499002,0.0021541626546475053,0.0011972619107009478,3.7860745935801165e-05,1000
0.6287425149700598,0.0018049696495826882,0.0010008566085332995,3.164986494196742e-05,1000
0.6387225548902196,0.0015805183149574969,0.0008764082925661332,2.771446364768196e-05,1000
0.6487025948103793,0.0014355981400852745,0.0007960825774151894,2.517434150209318e-05,1000
0.6586826347305389,0.0013517783655118273,0.0007474872069097349,2.3637620956723138e-05,1000
0.6686626746506986,0.0013269448091191688,0.0007302968094835545,2.3094012859220873e-05,1000
0.6786427145708582,0.0013799492875773897,0.0007599108872520499,2.4030492224758893e-05,1000
0.688622754491018,0.0015871197186254514,0.0008878410347040109,2.8075998698252726e-05,1000
0.6986027944111777,0.00229721614253911,0.0013338535381309385,4.218015245568019e-05,1000
0.7085828343313373,0.008482538166119295,0.0050669356415843055,0.00016023057384892983,1000
0.718562874251497,0.004158140373878582,0.0024251192136054865,7.668900312429738e-05,1000
0.7285429141716567,0.0021143398961998836,0.0011763371221590075,3.719904602230191e-05,1000
0.7385229540918163,0.0019066646635083416,0.00103869551289123,3.2846436161330736e-05,1000
0.7485029940119761,0.0022581475260387983,0.0012413900900076146,3.925620149185494e-05,1000
0.7584830339321358,0.0035439762228526807,0.0019582717249776046,6.192598928436076e-05,1000
0.7684630738522954,0.011803010798353258,0.0065113468709108915,0.00020590686747488793,1000
0.7784431137724551,0.00820903589335424,0.004485786422258192,0.00014185302191393722,1000
0.7884231536926147,0.0031137367808164256,0.0016752729240810619,5.2976781425065e-05,1000
0.7984031936127745,0.0019751741076086938,0.0010504045685882134,3.321670901385312e-05,1000
0.8083832335329342,0.0014807763220055713,0.0007820315303527282,2.473000837981722e-05,1000
0.8183632734530938,0.001206022618541609,0.0006363580679524037,2.012340902153798e-05,1000
0.8283433133732535,0.0010319839934696423,0.0005453758056190117,1.7246297265053333e-05,1000
0.8383233532934131,0.0009117684683497634,0.0004837298266215316,1.5296880242823927e-05,1000
0.8483033932135728,0.0008234716379210528,0.0004395469158947427,1.3899693927298544e-05,1000
0.8582834331337326,0.0007556227322392618,0.00040643024733748713,1.2852452915720444e-05,1000
0.8682634730538922,0.0007017523639116802,0.0003804908525841061,1.2032177230251389e-05,1000
0.8782435129740519,0.0006577644786854031,0.00035959704209166866,1.1371456928691122e-05,1000
0.8882235528942116,0.0006210227736862158,0.00034236705449490457,1.0826596880068868e-05,1000
0.8982035928143712,0.000589749659890284,0.00032788434465798566,1.0368613382308973e-05,1000
0.908183632734531,0.0005627314840902149,0.00031547165518290007,9.97608967601227e-06,1000
0.9181636726546907,0.0005390992949924412,0.0003046456689262472,9.633741931125238e-06,1000
0.9281437125748503,0.0005182022675531131,0.00029507561226331205,9.331110167207784e-06,1000
0.93812375249501,0.0004995749234641907,0.00028647395896057076,9.05910200641006e-06,1000
0.9481037924151696,0.0004828050775620447,0.0002787196330788333,8.813888691355223e-06,1000
0.9580838323353293,0.0004675884416809306,0.0002716890680095409,8.591562702785386e-06,1000
0.9680638722554891,0.0004536947630763746,0.00026526706948690095,8.388481278167601e-06,1000
0.9780439121756487,0.00044094056095242494,0.000259360014203918,8.201683788580034e-06,1000
0.9880239520958084,0.00042917965049046837,0.0002538878186740755,8.028637771819092e-06,1000
0.998003992015968,0.00041828404487143935,0.0002487987446696082,7.867707121466386e-06,1000
1.0079840319361277,0.00040814443892502576,0.0002440553740560554,7.717708572215016e-06,1000
1.0179640718562875,0.00039867319565554786,0.00023962000111576578,7.577449764579083e-06,1000
1.0279441117764472,0.00038979851179182063,0.00023545731597013816,7.445814102155753e-06,1000
1.0379241516966067,0.00038146117439723736,0.00023153434323158558,7.321758811630009e-06,1000
1.0479041916167664,0.0003736111755371904,0.00022782180243086732,7.204357963264259e-06,1000
1.0578842315369261,0.0003661993710130417,0.0002243044159062518,7.09312843497457e-06,1000
1.0678642714570858,0.00035918395431091193,0.00022096751435716973,6.9876063427461345e-06,1000
1.0778443113772456,0.0003525293020730804,0.00021779687119302497,6.887341802282729e-06,1000
1.0878243512974053,0.00034620450670420184,0.00021477943557663418,6.7919221098756396e-06,1000
1.0978043912175648,0.000340182641303773,0.00021190317403377987,6.700966733657943e-06,1000
1.1077844311377245,0.00033444006187634295,0.00020915709479345048,6.614128083310485e-06,1000
1.1177644710578842,0.00032895580714843655,0.0002065313044679254,6.531093302443543e-06,1000
1.127744510978044,0.00032371112985623917,0.0002040170048262504,6.4515841665651604e-06,1000
1.1377245508982037,0.00031868917226430724,0.00020160638199031756,6.375353579153539e-06,1000
1.1477045908183632,0.0003138747462209904,0.00019929243068645257,6.302180014004241e-06,1000
1.157684630738523,0.0003092541468401213,0.00019706880861690326,6.23186291005231e-06,1000
1.1676646706586826,0.0003048149706299765,0.00019492975158371138,6.164219987353423e-06,1000
1.1776447105788423,0.0003005459485985768,0.00019287002009165,6.099085558520513e-06,1000
1.187624750499002,0.00029643680703756294,0.00019088484786579688,6.036308900706492e-06,1000
1.1976047904191618,0.0002924781557001481,0.00018896988539415641,5.975752470265198e-06,1000
1.2075848303393213,0.000288661394624835,0.00018712114620996774,5.91729020404882e-06,1000
1.217564870259481,0.0002849786319889912,0.0001853349627480622,5.860806123463359e-06,1000
1.2275449101796407,0.0002814226101070756,0.00018360795203187948,5.806193249396799e-06,1000
1.2375249500998005,0.00027798663927574896,0.00018193698817714298,5.753352732708978e-06,1000
1.2475049900199602,0.0002746645393897898,0.00018031917899428458,5.702193114335294e-06,1000
1.2574850299401197,0.0002714505887863387,0.0001787518451977482,5.652629667827156e-06,1000
1.2674650698602794,0.0002683394794701204,0.00017723250159264674,5.604583804421835e-06,1000
1.2774451097804391,0.00026532627781558746,0.00017575884000663785,5.557982533300993e-06,1000
1.2874251497005988,0.00026240638991859066,0.00017432871386798533,5.512757973906156e-06,1000
1.2974051896207586,0.00025957553089097686,0.00017294012435206324,5.468846917852711e-06,1000
1.307385229540918,0.00025682969751628814,0.0001715912079993524,5.426190437376579e-06,1000
1.3173652694610778,0.0002541651438010963,0.00017028022567434242,5.3847335361840314e-06,1000
1.3273453093812375,0.0002515783590608452,0.00016900555269738462,5.344424837393492e-06,1000
1.3373253493013972,0.0002490660482667645,0.00016776566995124466,5.3052163023000255e-06,1000
1.347305389221557,0.0002466251144435874,0.0001665591557557885,5.267062973430355e-06,1000
1.3572854291417165,0.0002442526429388659,0.0001653846783308096,5.229922736196527e-06,1000
1.3672654690618762,0.00024194588738469725,0.0001642409887283171,5.193756095395237e-06,1000
1.377245508982036,0.00023970225715516037,0.00016312691419256058,5.1585259652333846e-06,1000
1.3872255489021956,0.00023751930610910695,0.00016204135196844127,5.1241974735328325e-06,1000
1.3972055888223553,0.00023539472241493992,0.00016098326360377353,5.090737781552104e-06,1000
1.407185628742515,0.0002333263192842536,0.00015995166977623277,5.058115920400106e-06,1000
1.4171656686626746,0.00023131202648397586,0.00015894564563913833,5.026302643856868e-06,1000
1.4271457085828343,0.00022934988253696015,0.00015796431664435114,4.995270296281957e-06,1000
1.437125748502994,0.0002274380275488201,0.00015700685478051631,4.964992693657277e-06,1000
1.4471057884231537,0.0002255746966122741,0.00015607247516342937,4.9354450157649696e-06,1000
